idx,stratum,method,operator,comprehensiveness,sufficiency
565,low_confidence_correct,attention_rollout,delete,0.07491344809532166,0.36827647835016253
565,low_confidence_correct,integrated_gradients,mask,0.4489577548578382,-0.22652729749679565
565,low_confidence_correct,integrated_gradients,delete,0.4919042614288628,-0.16575324535369873
565,low_confidence_correct,chefer_relevance,mask,0.15214309990406036,-0.19904927015304566
565,low_confidence_correct,chefer_relevance,delete,0.3097639910876751,-0.1554795026779175
565,low_confidence_correct,random,mask,0.09187824130058289,-0.12597591280937195
565,low_confidence_correct,random,delete,0.02557118535041809,0.09265144169330597
407,low_confidence_correct,raw_attention,mask,-0.2245011329650879,-0.2262475609779358
407,low_confidence_correct,raw_attention,delete,0.06517980098724366,0.24837073385715486
407,low_confidence_correct,attention_rollout,mask,-0.11178191304206848,-0.24629145860671997
407,low_confidence_correct,attention_rollout,delete,0.26245627999305726,0.04396218955516815
407,low_confidence_correct,integrated_gradients,mask,0.03496758341789245,-0.24791556596755981
407,low_confidence_correct,integrated_gradients,delete,0.15769217312335967,0.04412317872047424
407,low_confidence_correct,chefer_relevance,mask,-0.1423824906349182,-0.2474413275718689
407,low_confidence_correct,chefer_relevance,delete,0.05091208815574646,0.2187017470598221
407,low_confidence_correct,random,mask,-0.08243284225463868,-0.26878424882888796
407,low_confidence_correct,random,delete,-0.08765777349472045,0.2723027318716049
400,low_confidence_correct,raw_attention,mask,0.19690281972289086,-0.2003359317779541
400,low_confidence_correct,raw_attention,delete,0.07570804059505462,0.16122431457042694
400,low_confidence_correct,attention_rollout,mask,0.062136808037757875,-0.21224380731582643
400,low_confidence_correct,attention_rollout,delete,-0.1173443078994751,0.2677916169166565
400,low_confidence_correct,integrated_gradients,mask,0.3290348552167416,-0.22669198513031005
400,low_confidence_correct,integrated_gradients,delete,0.03136622905731201,-0.06619527339935302
400,low_confidence_correct,chefer_relevance,mask,0.30009058527648447,-0.20675047636032104
400,low_confidence_correct,chefer_relevance,delete,0.14073675572872163,0.265608549118042
400,low_confidence_correct,random,mask,0.19849830716848374,-0.24386698007583618
400,low_confidence_correct,random,delete,0.08582305908203125,0.20768256187438966
462,low_confidence_correct,raw_attention,mask,0.1327732928097248,-0.2068430781364441
462,low_confidence_correct,raw_attention,delete,0.08770687282085418,0.014379283785820008
462,low_confidence_correct,attention_rollout,mask,-0.004886531829833984,-0.16643463373184203
462,low_confidence_correct,attention_rollout,delete,0.09547771215438842,0.14946779608726501
462,low_confidence_correct,integrated_gradients,mask,0.2939235452562571,-0.20533206462860107
462,low_confidence_correct,integrated_gradients,delete,0.33173683350905775,0.18940939307212828
462,low_confidence_correct,chefer_relevance,mask,0.2554152928292751,-0.1847162961959839
462,low_confidence_correct,chefer_relevance,delete,0.4570091917179525,-0.2525995135307312
462,low_confidence_correct,random,mask,0.07186036705970764,-0.15863755941390992
462,low_confidence_correct,random,delete,0.1581254243850708,0.23283052444458008
660,low_confidence_correct,raw_attention,mask,0.08596492409706116,0.2957425504922867
660,low_confidence_correct,raw_attention,delete,0.006125342845916748,0.21123324036598207
660,low_confidence_correct,attention_rollout,mask,0.29504169672727587,0.2790397882461548
660,low_confidence_correct,attention_rollout,delete,0.15512670576572418,-0.1572815179824829
660,low_confidence_correct,integrated_gradients,mask,0.2774348795413971,0.22783100605010986
660,low_confidence_correct,integrated_gradients,delete,0.3819078393280506,-0.19751914739608764
660,low_confidence_correct,chefer_relevance,mask,0.30045579075813295,0.28926078975200653
660,low_confidence_correct,chefer_relevance,delete,0.27404905408620833,0.0031667172908782957
660,low_confidence_correct,random,mask,0.20723017454147338,0.25237719118595126
660,low_confidence_correct,random,delete,-0.0014833331108093262,0.018197101354599
252,low_confidence_correct,raw_attention,mask,-0.0474263846874237,-0.21574126482009887
252,low_confidence_correct,raw_attention,delete,0.12267697677016258,-0.02277736961841583
252,low_confidence_correct,attention_rollout,mask,-0.08290001153945922,-0.13750733137130738
252,low_confidence_correct,attention_rollout,delete,0.0012181639671325684,0.306595129519701
252,low_confidence_correct,integrated_gradients,mask,0.4113034101203084,-0.20509780645370485
252,low_confidence_correct,integrated_gradients,delete,0.4529700859449804,-0.16899353563785552
252,low_confidence_correct,chefer_relevance,mask,0.23890697779133915,-0.2117168664932251
252,low_confidence_correct,chefer_relevance,delete,0.4131198860704899,-0.28912278413772585
252,low_confidence_correct,random,mask,0.00338822603225708,-0.13027303218841552
252,low_confidence_correct,random,delete,0.04809375405311585,0.04306893348693848
465,low_confidence_correct,raw_attention,mask,0.16995922327041627,-0.1563301920890808
465,low_confidence_correct,raw_attention,delete,0.3934769037179649,0.03714251518249512
465,low_confidence_correct,attention_rollout,mask,0.052743375301361084,-0.1638971447944641
465,low_confidence_correct,attention_rollout,delete,0.0052354872226715084,0.26232967972755433
465,low_confidence_correct,integrated_gradients,mask,0.4300802320241928,-0.21693354845046997
465,low_confidence_correct,integrated_gradients,delete,0.4213724186643958,0.14304858446121216
465,low_confidence_correct,chefer_relevance,mask,0.31919724978506564,-0.17833895683288575
465,low_confidence_correct,chefer_relevance,delete,0.44444209039211274,-0.17262023091316223
465,low_confidence_correct,random,mask,0.11730899810791015,-0.12046100497245789
465,low_confidence_correct,random,delete,0.052522081136703494,0.07334722876548767
526,low_confidence_correct,raw_attention,mask,0.06531375646591187,-0.1690650463104248
526,low_confidence_correct,raw_attention,delete,0.2460164800286293,0.14731577038764954
526,low_confidence_correct,attention_rollout,mask,-0.10854459404945374,-0.11116122603416442
526,low_confidence_correct,attention_rollout,delete,-0.11138531565666199,0.41695587038993837
526,low_confidence_correct,integrated_gradients,mask,0.2643733754754066,-0.15334923267364503
526,low_confidence_correct,integrated_gradients,delete,0.3855581654235721,0.043720459938049315
526,low_confidence_correct,chefer_relevance,mask,0.17822011858224868,-0.17425117492675782
526,low_confidence_correct,chefer_relevance,delete,0.44392189672216775,-0.015678161382675172
526,low_confidence_correct,random,mask,0.021419358253479005,-0.15141186714172364
526,low_confidence_correct,random,delete,0.04048807621002197,0.1706264853477478
475,low_confidence_correct,raw_attention,mask,-0.05087513625621796,-0.19305593967437745
475,low_confidence_correct,raw_attention,delete,-0.03329416215419769,0.014774629473686218
475,low_confidence_correct,attention_rollout,mask,-0.11424683332443238,-0.1877172350883484
475,low_confidence_correct,attention_rollout,delete,-0.1340038299560547,0.24898698329925537
475,low_confidence_correct,integrated_gradients,mask,0.42923665791749954,-0.19594684839248658
475,low_confidence_correct,integrated_gradients,delete,0.3750262467190623,-0.15974903106689453
475,low_confidence_correct,chefer_relevance,mask,0.26852770186960695,-0.18904359340667726
475,low_confidence_correct,chefer_relevance,delete,0.35567987859249117,-0.24941920042037963
475,low_confidence_correct,random,mask,-0.07488474845886231,-0.1637413740158081
475,low_confidence_correct,random,delete,-0.27245029211044314,0.26549123376607897
104,low_confidence_correct,raw_attention,mask,0.1458747148513794,-0.16420520544052125
104,low_confidence_correct,raw_attention,delete,0.030657568573951723,0.16109740138053893
104,low_confidence_correct,attention_rollout,mask,0.0854956865310669,-0.11957750320434571
104,low_confidence_correct,attention_rollout,delete,0.006038445234298706,0.31654717326164244
104,low_confidence_correct,integrated_gradients,mask,0.11844886541366577,-0.17977871894836425
104,low_confidence_correct,integrated_gradients,delete,0.2909556843340397,0.21434047371149062
104,low_confidence_correct,chefer_relevance,mask,0.2153451159596443,-0.16319917440414428
104,low_confidence_correct,chefer_relevance,delete,0.3936492268927395,-0.07256721258163452
104,low_confidence_correct,random,mask,0.20314929485321045,-0.16912223100662233
104,low_confidence_correct,random,delete,0.12181676030158997,0.14218731820583344
334,low_confidence_correct,raw_attention,mask,0.21573946475982667,-0.08704771399497986
334,low_confidence_correct,raw_attention,delete,0.29324318170547486,0.23622237145900726
334,low_confidence_correct,attention_rollout,mask,0.09824748635292054,-0.09857106804847718
334,low_confidence_correct,attention_rollout,delete,0.20545733869075775,0.37454731315374373
334,low_confidence_correct,integrated_gradients,mask,0.3108311340212822,-0.1440500020980835
334,low_confidence_correct,integrated_gradients,delete,0.37809561789035795,0.25502902269363403
334,low_confidence_correct,chefer_relevance,mask,0.2614805996417999,-0.10751120448112488
334,low_confidence_correct,chefer_relevance,delete,0.44839742630720136,0.34555319249629973
334,low_confidence_correct,random,mask,0.22922232151031494,-0.09573076367378235
334,low_confidence_correct,random,delete,0.2808831363916397,0.37855277955532074
134,low_confidence_correct,raw_attention,mask,0.2663967669010162,-0.10050798058509827
134,low_confidence_correct,raw_attention,delete,0.15411511659622193,0.3903224229812622
134,low_confidence_correct,attention_rollout,mask,0.06804282665252685,-0.08963305950164795
134,low_confidence_correct,attention_rollout,delete,0.04045506119728089,0.3279092967510223
134,low_confidence_correct,integrated_gradients,mask,0.32383851408958436,-0.083835369348526
134,low_confidence_correct,integrated_gradients,delete,0.23826628923416138,0.35188946723937986
134,low_confidence_correct,chefer_relevance,mask,0.3486027829349041,-0.11852248311042786
134,low_confidence_correct,chefer_relevance,delete,0.41651646271348,0.2061224400997162
134,low_confidence_correct,random,mask,0.18100897073745728,-0.0740850031375885
134,low_confidence_correct,random,delete,0.13000978231430055,0.20921465158462524
3,incorrect,raw_attention,mask,-0.10592433214187622,-0.10496323108673096
3,incorrect,raw_attention,delete,-0.14570434689521788,0.28180419504642484
3,incorrect,attention_rollout,mask,-0.028063321113586427,-0.08943276405334473
3,incorrect,attention_rollout,delete,-0.02706698179244995,0.18961126655340194
3,incorrect,integrated_gradients,mask,0.2379409819841385,-0.10392633676528931
3,incorrect,integrated_gradients,delete,0.24654819667339326,0.01813989281654358
3,incorrect,chefer_relevance,mask,-0.02273498773574829,-0.05013437271118164
3,incorrect,chefer_relevance,delete,0.03696219921112061,0.0406589925289154
3,incorrect,random,mask,0.051031839847564694,-0.07567089796066284
3,incorrect,random,delete,-0.0910073161125183,0.10980476140975952
7,incorrect,raw_attention,mask,0.011552572250366211,-0.16354950666427612
7,incorrect,raw_attention,delete,0.014050883054733277,0.08791239261627197
7,incorrect,attention_rollout,mask,-0.022150695323944092,-0.1322607398033142
7,incorrect,attention_rollout,delete,-0.005428177118301391,0.22534302175045012
7,incorrect,integrated_gradients,mask,0.19723986089229584,-0.18259917497634887
7,incorrect,integrated_gradients,delete,0.20824751257896423,-0.07719401121139527
7,incorrect,chefer_relevance,mask,0.17214721739292144,-0.1994943857192993
7,incorrect,chefer_relevance,delete,0.2661381378769875,0.018071046471595763
7,incorrect,random,mask,0.0414146363735199,-0.12170315384864808
7,incorrect,random,delete,-0.04592338800430298,0.2901660144329071
25,incorrect,raw_attention,mask,0.35758463144302366,0.15241858959197999
25,incorrect,raw_attention,delete,0.6174633231014013,0.2990133285522461
25,incorrect,attention_rollout,mask,0.12907013893127442,0.16228668689727782
25,incorrect,attention_rollout,delete,0.13011959791183472,0.538585501909256
25,incorrect,integrated_gradients,mask,0.30446107387542726,0.15222831964492797
25,incorrect,integrated_gradients,delete,0.48691643625497816,0.5142279684543609
25,incorrect,chefer_relevance,mask,0.5936752371490002,0.15136547088623048
25,incorrect,chefer_relevance,delete,0.6982457767240703,0.11033399105072021
25,incorrect,random,mask,0.12340039014816284,0.16006524562835694
25,incorrect,random,delete,0.022033059597015382,0.5314728707075119
30,incorrect,raw_attention,mask,0.00812613070011139,-0.19400174021720887
30,incorrect,raw_attention,delete,0.04002461135387421,0.2751659840345383
30,incorrect,attention_rollout,mask,-0.025738394260406493,-0.1720849573612213
30,incorrect,attention_rollout,delete,0.07877706885337829,0.22741733640432357
30,incorrect,integrated_gradients,mask,0.10466150641441345,-0.15165239870548247
30,incorrect,integrated_gradients,delete,0.07256751656532287,0.2884082913398743
30,incorrect,chefer_relevance,mask,0.0849679246544838,-0.1995386779308319
30,incorrect,chefer_relevance,delete,0.2901159092783928,0.0986217588186264
30,incorrect,random,mask,-0.001873558759689331,-0.14774200916290284
30,incorrect,random,delete,0.07060216665267945,0.2650597423315048
39,incorrect,raw_attention,mask,0.30366872549057006,0.09100052118301391
39,incorrect,raw_attention,delete,0.5011442542076111,0.20595117807388305
39,incorrect,attention_rollout,mask,0.07550952434539795,0.11360989809036255
39,incorrect,attention_rollout,delete,0.27951663732528687,0.46604689210653305
39,incorrect,integrated_gradients,mask,0.33190138936042785,0.1268142580986023
39,incorrect,integrated_gradients,delete,0.3617635488510132,0.3284464955329895
39,incorrect,chefer_relevance,mask,0.32047619223594664,0.08479825258255005
39,incorrect,chefer_relevance,delete,0.5854042045772075,0.07543938159942627
39,incorrect,random,mask,0.13825029134750366,0.14227473735809326
39,incorrect,random,delete,0.3751547634601593,0.3678134739398956
50,incorrect,raw_attention,mask,0.050007176399230954,-0.07802374362945556
50,incorrect,raw_attention,delete,0.1131727397441864,0.16067944169044496
50,incorrect,attention_rollout,mask,0.0025379776954650877,-0.0687852144241333
50,incorrect,attention_rollout,delete,0.017323654890060425,0.40340202748775483
50,incorrect,integrated_gradients,mask,0.5437964236363768,-0.10872644186019897
50,incorrect,integrated_gradients,delete,0.6740687569603324,0.05958150029182434
50,incorrect,chefer_relevance,mask,0.29644410833716395,-0.08199607133865357
50,incorrect,chefer_relevance,delete,0.5938338296487927,-0.1414589524269104
50,incorrect,random,mask,0.08494207859039307,-0.05647563934326172
50,incorrect,random,delete,0.40898578679189085,0.2680069446563721
54,incorrect,raw_attention,mask,0.09537586569786072,-0.22976890802383423
54,incorrect,raw_attention,delete,0.10634841918945312,-0.05523975491523743
54,incorrect,attention_rollout,mask,-0.016417914628982545,-0.2039990782737732
54,incorrect,attention_rollout,delete,0.03466175794601441,0.3058170512318611
54,incorrect,integrated_gradients,mask,0.09694616794586182,-0.20792858600616454
54,incorrect,integrated_gradients,delete,0.1571187674999237,0.06504789888858795
54,incorrect,chefer_relevance,mask,0.22292596399784087,-0.23370386362075807
54,incorrect,chefer_relevance,delete,0.2802475061267614,-0.11198142170906067
54,incorrect,random,mask,0.04271880984306335,-0.22513749599456787
54,incorrect,random,delete,0.10725178718566894,0.08264495730400086
58,incorrect,raw_attention,mask,0.06451179981231689,-0.22650200128555298
58,incorrect,raw_attention,delete,-0.031957614421844485,0.049806642532348636
58,incorrect,attention_rollout,mask,-0.08967146873474122,-0.233217990398407
58,incorrect,attention_rollout,delete,0.03357915878295899,0.13565084785223008
58,incorrect,integrated_gradients,mask,0.1303423225879669,-0.23738588094711305
58,incorrect,integrated_gradients,delete,0.09654833972454072,0.25908237397670747
58,incorrect,chefer_relevance,mask,0.11282301247119904,-0.21005223989486693
58,incorrect,chefer_relevance,delete,0.08646979928016663,0.11913371980190277
58,incorrect,random,mask,0.07071325778961182,-0.2406371831893921
58,incorrect,random,delete,-0.012046712636947631,0.218403160572052
59,incorrect,raw_attention,mask,0.17816399931907653,-0.17333495616912842
59,incorrect,raw_attention,delete,0.32629032880067826,0.019497394561767578
59,incorrect,attention_rollout,mask,-0.11430738568305969,-0.1947704315185547
59,incorrect,attention_rollout,delete,-0.11504755616188049,0.2670535296201706
59,incorrect,integrated_gradients,mask,0.4598922702483833,-0.2363858699798584
59,incorrect,integrated_gradients,delete,0.46465443167835474,-0.267439067363739
59,incorrect,chefer_relevance,mask,0.31899220030754805,-0.19261270761489868
59,incorrect,chefer_relevance,delete,0.39109274013899264,-0.1766587018966675
59,incorrect,random,mask,-0.05133795738220215,-0.13047553300857545
59,incorrect,random,delete,-0.07205516695976258,0.1714434029534459
70,incorrect,raw_attention,mask,0.22360377609729767,-0.20071128010749817
70,incorrect,raw_attention,delete,0.3253396341577172,0.24561506509780884
70,incorrect,attention_rollout,mask,-0.03205410242080688,-0.18893306851387023
70,incorrect,attention_rollout,delete,-0.055689936876296996,0.25851942896842955
70,incorrect,integrated_gradients,mask,0.379428075812757,-0.2606914281845093
70,incorrect,integrated_gradients,delete,0.3754315569065511,-0.05008220076560974
70,incorrect,chefer_relevance,mask,0.30319594889879226,-0.20702296495437622
70,incorrect,chefer_relevance,delete,0.3744113456457853,-0.0859188050031662
70,incorrect,random,mask,0.06915951371192933,-0.1253416895866394
70,incorrect,random,delete,-0.05661778897047043,0.08866236209869385
18,incorrect,raw_attention,mask,0.14673538208007814,0.31828554570674894
18,incorrect,raw_attention,delete,0.10410086810588837,-0.07401325702667236
18,incorrect,attention_rollout,mask,0.22458591759204866,0.32118133306503294
18,incorrect,attention_rollout,delete,0.12726687490940095,-0.11633907556533814
18,incorrect,integrated_gradients,mask,0.23554427325725555,0.2653089702129364
18,incorrect,integrated_gradients,delete,0.31185505986213685,-0.26745128631591797
18,incorrect,chefer_relevance,mask,0.3211984172463417,0.3025974899530411
18,incorrect,chefer_relevance,delete,0.17510710433125495,-0.21879761219024657
18,incorrect,random,mask,-0.05512822866439819,0.2914955824613571
18,incorrect,random,delete,-0.018974435329437257,0.01849619746208191
19,incorrect,raw_attention,mask,0.22431355714797974,0.42940914928913115
19,incorrect,raw_attention,delete,0.05864166021347046,0.15829383134841918
19,incorrect,attention_rollout,mask,0.2107724666595459,0.4346959114074707
19,incorrect,attention_rollout,delete,0.2318575769662857,-0.06006119847297668
19,incorrect,integrated_gradients,mask,0.3040123701095581,0.398551207780838
19,incorrect,integrated_gradients,delete,0.2883316159248352,-0.06841422319412231
19,incorrect,chefer_relevance,mask,0.41123299598693847,0.4203508228063583
19,incorrect,chefer_relevance,delete,0.2782429277896881,-0.0796888828277588
19,incorrect,random,mask,0.011646556854248046,0.41721036434173586
19,incorrect,random,delete,-0.05510843992233276,0.21090945601463318
23,incorrect,raw_attention,mask,-0.027453786134719847,0.40493474900722504
23,incorrect,raw_attention,delete,0.23629655838012695,0.04121589362621307
23,incorrect,attention_rollout,mask,0.03938544988632202,0.39774042963981626
23,incorrect,attention_rollout,delete,0.04706167578697205,0.031725364923477176
23,incorrect,integrated_gradients,mask,-0.06344592571258545,0.41970283091068267
23,incorrect,integrated_gradients,delete,-0.01806139349937439,0.00822136402130127
23,incorrect,chefer_relevance,mask,0.0461344450712204,0.44515607953071595
23,incorrect,chefer_relevance,delete,0.1618233561515808,0.059242308139801025
23,incorrect,random,mask,0.18930065035820007,0.43399272859096527
23,incorrect,random,delete,0.24585326611995698,-0.010694298148155212
42,incorrect,raw_attention,mask,0.2406645357608795,0.5824939906597137
42,incorrect,raw_attention,delete,0.3113391980528831,0.0922274112701416
42,incorrect,attention_rollout,mask,0.319443815946579,0.5549291938543319
42,incorrect,attention_rollout,delete,0.3520748496055603,0.014038527011871338
42,incorrect,integrated_gradients,mask,0.5241723030805587,0.5500413566827774
42,incorrect,integrated_gradients,delete,0.6634572364389897,-0.022189152240753175
42,incorrect,chefer_relevance,mask,0.4877093642950058,0.5828857868909836
42,incorrect,chefer_relevance,delete,0.5915690697729588,-0.04437408447265625
42,incorrect,random,mask,0.033669459819793704,0.6670395523309708
42,incorrect,random,delete,-0.032865071296691896,0.490975821018219
47,incorrect,raw_attention,mask,0.16068488359451294,0.47420474588871003
47,incorrect,raw_attention,delete,0.09152949452400208,0.01959916353225708
47,incorrect,attention_rollout,mask,0.2817244648933411,0.4425340354442596
47,incorrect,attention_rollout,delete,0.20089132487773895,-0.11067570447921753
47,incorrect,integrated_gradients,mask,0.34311969876289367,0.3998981773853302
47,incorrect,integrated_gradients,delete,0.3526501715183258,-0.15252516269683838
47,incorrect,chefer_relevance,mask,0.25012112259864805,0.4467419445514679
47,incorrect,chefer_relevance,delete,0.23642510175704956,-0.043900465965270995
47,incorrect,random,mask,-0.02966867685317993,0.45052020251750946
47,incorrect,random,delete,-0.03880940675735474,0.15144786834716797
55,incorrect,raw_attention,mask,0.24512596130371095,0.5508643746376037
55,incorrect,raw_attention,delete,0.3883035957813263,0.14950978755950928
55,incorrect,attention_rollout,mask,0.43154637366533277,0.5248309373855591
55,incorrect,attention_rollout,delete,0.4972826033830643,-0.03750547170639038
55,incorrect,integrated_gradients,mask,0.5398308068513871,0.48600982427597045
55,incorrect,integrated_gradients,delete,0.7266635142266751,-0.06132287979125976
55,incorrect,chefer_relevance,mask,0.5776463732123375,0.5327089071273804
55,incorrect,chefer_relevance,delete,0.6408787198364735,-0.1012225866317749
55,incorrect,random,mask,0.1158030867576599,0.584094962477684
55,incorrect,random,delete,0.32477219998836515,0.1400022029876709
71,incorrect,raw_attention,mask,0.048563587665557864,0.33479930460453033
71,incorrect,raw_attention,delete,-0.020668762922286987,-0.04286344647407532
71,incorrect,attention_rollout,mask,0.07243300080299378,0.33275726437568665
71,incorrect,attention_rollout,delete,-0.02654520273208618,-0.210232150554657
71,incorrect,integrated_gradients,mask,0.08688586950302124,0.32006047666072845
71,incorrect,integrated_gradients,delete,0.04566171169281006,-0.1475677490234375
71,incorrect,chefer_relevance,mask,0.1256381630897522,0.3184466242790222
71,incorrect,chefer_relevance,delete,0.06563951969146728,-0.12496626377105713
71,incorrect,random,mask,0.036159300804138185,0.317777219414711
71,incorrect,random,delete,0.006633538007736206,-0.07193610072135925
79,incorrect,raw_attention,mask,0.1647684842348099,0.48071417212486267
79,incorrect,raw_attention,delete,0.32878243625164033,0.15374886393547058
79,incorrect,attention_rollout,mask,0.2509190678596497,0.4503221333026886
79,incorrect,attention_rollout,delete,0.28985205888748167,-0.02038928270339966
79,incorrect,integrated_gradients,mask,0.23107842803001405,0.41897058188915254
79,incorrect,integrated_gradients,delete,0.5203442856669426,0.0030240774154663085
79,incorrect,chefer_relevance,mask,0.24912184476852417,0.4824724465608597
79,incorrect,chefer_relevance,delete,0.26701473593711855,0.005842316150665283
79,incorrect,random,mask,0.08155165910720825,0.44861178994178774
79,incorrect,random,delete,0.23442946076393129,0.09170047640800476
92,incorrect,raw_attention,mask,0.03792622685432434,0.481153604388237
92,incorrect,raw_attention,delete,0.013143110275268554,-0.04952636957168579
92,incorrect,attention_rollout,mask,0.07569605112075806,0.4259153038263321
92,incorrect,attention_rollout,delete,0.12031174898147583,-0.03566295504570007
92,incorrect,integrated_gradients,mask,0.0840552270412445,0.4156693577766418
92,incorrect,integrated_gradients,delete,-0.19128540754318238,-0.08124674558639526
92,incorrect,chefer_relevance,mask,0.1040116310119629,0.49540711045265196
92,incorrect,chefer_relevance,delete,0.03332797288894653,-0.10480643510818481
92,incorrect,random,mask,0.064465993642807,0.4858173966407776
92,incorrect,random,delete,0.14137062430381775,-0.01315363049507141
94,incorrect,raw_attention,mask,0.2943138748407364,0.5237412780523301
94,incorrect,raw_attention,delete,0.08601348400115967,0.19977466464042665
94,incorrect,attention_rollout,mask,0.3685696303844452,0.4957002341747284
94,incorrect,attention_rollout,delete,0.20137798190116882,-0.1515643835067749
94,incorrect,integrated_gradients,mask,0.4856904774904251,0.4276328027248383
94,incorrect,integrated_gradients,delete,0.5153111606836319,0.0263805091381073
94,incorrect,chefer_relevance,mask,0.5350519269704819,0.5234629899263382
94,incorrect,chefer_relevance,delete,0.45348173975944517,-0.058048474788665774
94,incorrect,random,mask,0.09038407802581787,0.5418185740709305
94,incorrect,random,delete,-0.04463784694671631,0.26365084052085874
